Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
ae31692e-3e18-40ce-b169-72b8f558b0ff,208ac22f-e48d-4f52-beb0-7ac79d8f8d21,Charged Off,4407,Short Term,7340,3 years,Home Mortgage,36058,other,$157.15,13.1,28,6,0,2517,6308,0,0
0f7a7ba2-3d8a-4b1c-8431-bb6923317681,e97d07c2-e5bf-43ed-a431-7af799c7fec4,Charged Off,11687,Long Term,6710,n/a,Home Mortgage,46149,Debt Consolidation,1038.36,6.8,NA,7,0,3193,4147,0,0
3b6faed6-62ee-43cf-bb1a-ba7b46e6c60b,be6d05ba-0fa3-455e-bc18-1b408e7f3a06,Charged Off,16495,Short Term,7180,10+ years,Rent,44118,Debt Consolidation,1352.95,12.6,NA,7,1,17605,21654,1,0
a5e82ae9-dae1-4609-824a-488e8efa250c,62e65db8-d588-407a-90f7-b8b7665255a9,Charged Off,10022,Short Term,7040,10+ years,Rent,70154,Debt Consolidation,684,16.4,43,7,0,5168,11114,0,0
5df16b98-9ae2-4b34-95e5-1489636bb838,1d3d1c26-5317-404b-bfdc-868cacc3898b,Charged Off,5103,Short Term,7420,n/a,Own Home,27556,Debt Consolidation,464.32,20.4,5,6,0,1023,3678,0,0
d017224c-f7f5-4d7d-9fa7-6eab148e75ee,8fe66dda-027b-4480-a30d-2bacd4ce4bb8,Charged Off,11887,Short Term,7230,5 years,Home Mortgage,59436,Debt Consolidation,1079.75,11.9,NA,15,0,13781,15061,0,0
19b82aa2-7914-40aa-9c02-df292d44499e,9a6e3611-daf9-4b99-b23c-b97fda4c2e81,Charged Off,14696,Short Term,7430,7 years,Home Mortgage,49965,Debt Consolidation,828.58,6.2,NA,5,0,7634,10084,0,0
1604adde-a039-4e79-aa02-204b0c0c0401,0d5e1ac3-f638-4479-a683-49aafd23e55b,Charged Off,20616,Short Term,7500,< 1 year,Home Mortgage,83445,Debt Consolidation,559.78,13,NA,11,0,4418,51368,0,0
dc300a90-1b9d-4169-883c-223303035d91,164d45cd-341a-4e9d-ae8b-0bf5cb8ec919,Charged Off,5867,Short Term,6880,4 years,Rent,89625,Business Loan,62.74,20.2,NA,2,0,0,0,0,0
4b318e75-fa9a-4b02-a3fd-bb0c9b18d53e,d54eed78-637e-427b-8351-6a0011b4c293,Charged Off,17833,Short Term,6990,7 years,Rent,57542,Debt Consolidation,891.9,12.5,NA,10,0,17310,27304,0,0
ca73b8f5-a6b7-4d14-82a0-da70c1b8b8f4,5761f471-6f47-476a-aa20-dfa2b6f168ea,Charged Off,11666,Short Term,6590,10+ years,Rent,179395,other,1793.95,11.6,27,6,0,287,3935,0,0
6013d2a5-c143-40ab-8aa8-8371077368ba,9328679c-d52c-4705-9456-6aaf0cc533f3,Charged Off,30380,Long Term,6110,7 years,Home Mortgage,139160,Debt Consolidation,1994.62,13.9,NA,20,0,28516,29891,0,0
547a2eaf-bc12-4981-9517-3abdf4ec982e,011c5bb2-4a97-4ca4-8343-371a1bba26b7,Charged Off,17890,Short Term,6300,9 years,Home Mortgage,94421,Debt Consolidation,1106.29,18,27,11,0,15382,15712,0,0
327c3281-2ba4-4287-bbba-8fb68e33938b,4dc45adb-3d4f-4d87-9151-bb9f4afebc64,Charged Off,19399,Short Term,7040,n/a,Own Home,43851,Debt Consolidation,1052.42,18,22,13,0,3400,5591,0,0
85d9212e-e9c3-4b72-82c3-6b05d6538bd1,60d8f4bf-d563-4a84-9eb4-9ac14a2b9541,Charged Off,14873,Long Term,6720,3 years,Rent,44594,Debt Consolidation,776.68,14.3,35,10,0,12496,21886,0,0
0524a810-b76c-4203-b303-0037d2d6d8cc,da6bc73d-2c4a-47ea-b833-25be0b06371e,Charged Off,14702,Short Term,7380,< 1 year,Home Mortgage,84289,Debt Consolidation,1130.87,22.2,30,8,0,14380,21559,0,0
3903d174-8348-4a9c-b90b-99e626625c4e,3e980bdd-4be3-4230-9562-affbd6b9824f,Charged Off,21506,Long Term,7160,4 years,Home Mortgage,61446,Debt Consolidation,1126.51,14.9,27,20,0,21076,51405,0,0
8ec27f03-6764-4bba-a5c4-4bcaaa6279ab,3c96980c-6fab-468d-ae2a-30a0e482d861,Charged Off,20122,Long Term,6520,10+ years,Rent,55336,Debt Consolidation,590.25,14.5,NA,5,0,18393,22027,0,0
fb2b6e88-63b0-48e4-a6b5-a53c70b0745d,5a83464d-e782-4a4c-b14e-18cec294e873,Charged Off,16986,Short Term,6450,10+ years,Rent,66539,moving,1852.01,14.7,24,16,0,12834,22959,0,0
24b5d96f-7c0c-4279-86a0-ce9a8d8d705b,f3af49fb-3a65-4e6f-bcce-ca80a4d47e98,Charged Off,18557,Long Term,7400,10+ years,Home Mortgage,91829,Buy a Car,133.92,18.3,NA,11,0,7238,29305,0,0
0990b516-a489-45a5-aefe-4c5b78ea4927,e267fad9-b132-4a3b-8110-bd64079aa124,Charged Off,11714,Short Term,7460,10+ years,Home Mortgage,59548,Debt Consolidation,1032.17,17.9,NA,12,0,22026,38779,0,0
f1d3dedf-b035-496e-ba1d-58579a4af3fc,e7eba713-db99-465c-bad6-dabef540ce40,Charged Off,9860,Long Term,6100,< 1 year,Home Mortgage,41905,other,890.49,13.9,59,15,0,6750,14706,0,0
efe8137e-3554-456a-a76b-14fe7d07a37d,1383ec51-fe32-41f7-b32d-2c9572b6640f,Charged Off,34986,Long Term,7060,10+ years,Rent,83966,Debt Consolidation,1378.45,16.8,NA,11,0,11266,24599,0,0
e0d8536f-84ae-477f-b43c-b6ce12a0b7b2,81ded749-04f4-4faa-a8d5-6b2e95fb76a1,Charged Off,10156,Short Term,7260,2 years,Rent,68045,Debt Consolidation,191.1,15,NA,5,0,6070,6806,0,0
2c18554d-d5a1-4759-9066-dca14f1ad242,3b200ae3-3e86-40e0-8da2-52c8a3c8acdc,Charged Off,16599,Long Term,6780,9 years,Rent,51903,Debt Consolidation,973.18,15.6,78,18,1,17345,28204,1,0
b128049d-f4de-413d-8056-87aaeab7c06a,173800a8-90bd-453d-b323-6f610717d674,Charged Off,12109,Short Term,7020,4 years,Rent,50455,Debt Consolidation,908.19,22.6,NA,10,0,7544,8272,0,0
8f50dba7-d099-4bef-9276-ca163d471de7,c87b89eb-9c04-466c-b9f9-429bad52e445,Charged Off,28672,Short Term,7090,1 year,Own Home,81920,Debt Consolidation,2041.17,18.3,16,9,0,33437,40140,0,0
2920b257-2848-438d-abc0-9204c08d4798,cf4a55ce-9f78-4957-95e6-d7e386eb0db1,Charged Off,20958,Short Term,7320,10+ years,Rent,46934,Debt Consolidation,813.52,18.8,NA,11,0,23533,24136,0,0
0a1f14d9-c08d-495e-9f43-4e96515a088c,ab0bd9cf-d22b-4521-935a-b04ed1fa6fe2,Charged Off,4000,Long Term,6840,8 years,Rent,40996,Debt Consolidation,515.87,11.6,NA,5,0,4593,7098,0,0
6bf262a6-38ff-4702-baa6-2e73bd0b8118,d33e6298-a859-4caa-83ed-13ee3585a578,Charged Off,29858,Long Term,6600,2 years,Rent,68007,Debt Consolidation,1547.16,18.6,7,11,0,29667,36535,0,0
28507876-7d09-4179-adf6-46c07a7c9cf3,1d8547be-533d-4a4b-aecc-e447ddad31d5,Charged Off,8239,Short Term,6220,7 years,Home Mortgage,31426,other,387.59,13.8,8,10,0,593,2148,0,0
3a6d97f7-ef50-4d28-b7a9-b4f89ad8bb95,e7fd0b21-fa0e-4f70-ac1f-9131a050b29d,Charged Off,4963,Short Term,7470,5 years,Rent,40498,Debt Consolidation,241.3,17,80,8,0,2396,14263,0,0
c4d7eda0-e50b-45a7-9851-4ff4f2943532,a3ad81bd-ebe6-49f4-9878-ba5f3f483d0b,Charged Off,34195,Long Term,6800,10+ years,Home Mortgage,81580,Debt Consolidation,1706.37,20.8,NA,13,0,34301,52691,0,0
39167e23-941e-4314-a65b-9be9bdfdac39,4444ffdb-d146-42ab-8618-0cfbdc9c814c,Charged Off,27480,Long Term,7170,3 years,Rent,62226,Debt Consolidation,1441.56,23,NA,19,0,41773,71529,0,0
268c4573-10f2-4832-a230-49ca169f4f72,d3ff0e89-03e9-4410-a145-481d0325bb66,Charged Off,27726,Long Term,6920,10+ years,Own Home,71294,Debt Consolidation,1823.95,22,25,17,0,13095,35393,0,0
00aad45e-cc52-4e3d-a3d1-e57184319ef1,0afd1611-38a5-4ddc-8a00-59cf1ad674e2,Charged Off,7069,Short Term,7000,4 years,Rent,48842,Debt Consolidation,561.68,9,15,8,0,4752,9000,0,0
834ab245-1c9d-4615-9511-ecdda4a704fa,6804b182-c372-489a-986f-5065d2285841,Charged Off,11766,Short Term,7380,10+ years,Home Mortgage,63733,Debt Consolidation,881.64,19.4,27,7,0,9506,12950,0,0
96558477-0539-4998-b7c2-a28487c1f0e3,7be41bf0-3cdd-4eb6-8ef8-4d0f47059f08,Charged Off,7097,Short Term,7050,10+ years,Home Mortgage,68999,Debt Consolidation,620.99,16.3,NA,7,0,7397,7586,0,0
62005fc6-891d-4062-aa07-eecb01952861,8e1f5af1-e633-4435-be8c-9047b3739c8d,Charged Off,6442,Short Term,7390,n/a,Rent,55517,Debt Consolidation,127.69,32.5,28,6,0,5895,11697,0,0
cee4e158-e8c7-4007-bea7-260c9b446ddc,fe4b9ba3-db9f-440e-8eb1-495c5d9f7845,Charged Off,15035,Long Term,6770,10+ years,Home Mortgage,39090,Debt Consolidation,801.34,22.7,76,14,0,59602,74877,0,0
76c36108-3252-4175-8918-9ccf89c5eec4,4adba860-305b-4abb-86e5-dd6019cd6608,Charged Off,22385,Long Term,6810,10+ years,Own Home,56092,Debt Consolidation,1219.99,12.3,NA,10,0,26574,36653,0,0
dc032693-1b28-42a4-9d78-88d81e8cbf9b,ed4e9761-2eba-4601-a2de-b2ad6f9dc616,Charged Off,25610,Long Term,7120,10+ years,Home Mortgage,112684,Debt Consolidation,1709.04,16.7,13,12,0,21990,25839,0,0
bc12bafb-327a-424b-b911-3dbf5238401f,7a9043b7-e3cc-49aa-84fe-d9bbeb870fe2,Charged Off,15303,Long Term,6750,8 years,Home Mortgage,56111,Debt Consolidation,855.69,25.7,1,12,0,4528,7546,0,0
13023959-c4eb-4b43-8be2-dae8ced202d9,9aac87dd-4eb9-4d0d-88eb-4860ea2bbb44,Charged Off,12127,Short Term,7360,10+ years,Own Home,71753,Debt Consolidation,980.62,19,NA,5,2,14426,15766,0,2
05669358-e0f2-4aea-82f3-5f3a622e007b,5f094c5e-96b9-4f89-984f-116decdea131,Charged Off,20307,Short Term,6880,3 years,Home Mortgage,67857,Debt Consolidation,1170.54,16.1,NA,14,0,21942,27951,0,0
a0bd9adc-6640-44d4-95c3-4ae9826a704b,a6c60288-9c9f-4b06-a23c-338900a612ce,Charged Off,3289,Short Term,6910,< 1 year,Rent,74198,Debt Consolidation,312.87,18.7,38,3,0,5293,6624,0,0
7455e0d8-aad5-4356-bcd8-228d1355d381,39f3c005-6e28-4ede-b035-7fdf8f7f18d0,Charged Off,14646,Short Term,7080,< 1 year,Rent,73742,Debt Consolidation,1929.59,24.5,NA,14,0,4689,6865,0,0
7048d4e9-4a6f-48a9-88ed-d9606075a721,820fe78a-2a09-4e5c-a0f3-3ce6eddec3c8,Charged Off,16577,Long Term,6930,3 years,Home Mortgage,98670,Debt Consolidation,2088.52,20.2,1,12,0,17130,31490,0,0
7c2192ff-4b53-4a38-8479-1dfa283f9f2b,09580417-0f8d-4f1a-9f44-e899a63b93b3,Charged Off,6121,Short Term,7420,10+ years,Home Mortgage,76508,Debt Consolidation,937.22,16.8,NA,8,0,4287,10208,0,0
11a8bf37-931a-4798-8d36-59a4dc906965,c212f902-9d77-46db-a6c0-d3d51f10aa1e,Charged Off,10663,Short Term,7340,10+ years,Home Mortgage,31741,Debt Consolidation,872.87,25.6,9,17,0,18816,30155,0,0
963c40c3-84cf-4b77-a476-5219ec71a482,f8993407-f975-4b5a-818b-92ce25569b0b,Charged Off,10224,Short Term,7160,7 years,Rent,73613,Debt Consolidation,$944.7,32.1,13,10,0,21448,32695,0,0
9529d1d6-e069-4736-88c9-95fc1b61f781,0c9a021b-15a8-4bcb-8241-ffcd087bbb51,Charged Off,15083,Short Term,7360,1 year,Rent,60330,Debt Consolidation,1231.74,9.1,18,11,0,13263,31206,0,0
003a4f3b-7599-4b5a-88a6-f569bb8bc955,32c9ce22-5628-4c4f-8a30-3c1e7df3e817,Charged Off,17304,Short Term,6570,5 years,Own Home,46823,Debt Consolidation,1069.13,13,NA,12,0,16000,16394,0,0
112cac30-309a-4fae-b1ec-e4f2f9c509b5,5447455d-f76a-4f2e-a9ee-fae786d6bad7,Charged Off,12724,Short Term,7310,4 years,Rent,32573,Debt Consolidation,860.46,10.6,NA,10,0,8344,9261,0,0
a27b1a0b-2776-445d-9e7f-1cb3636f2fa2,956bbdc5-1147-4947-aa34-0affe40f24ca,Charged Off,10222,Long Term,6870,10+ years,Home Mortgage,49577,Debt Consolidation,1371.62,12.4,NA,23,1,14489,24725,1,0
ba253a98-495f-4c22-b9be-107307d009a7,d7a6fc78-08c8-4d6c-b1f8-4a8492385780,Charged Off,9095,Short Term,7160,5 years,Home Mortgage,30234,Debt Consolidation,481.22,14,2,17,1,7929,9778,0,1
a35113fd-5ff3-4527-af1c-49164cd40d25,1407c622-67de-49a7-a422-ec2bf40002e6,Charged Off,34622,Short Term,7000,4 years,Home Mortgage,118704,Debt Consolidation,1928.94,12.2,11,19,0,8169,23609,0,0
6e9098d8-9b80-486c-9bb2-9a08e7fca9e9,0cf49a9a-4d8d-43fc-9047-1adb075eb655,Charged Off,2477,Short Term,7220,1 year,Rent,61436,Debt Consolidation,988.1,20.4,70,31,0,7115,20682,NA,0
366b0be2-32c3-41c7-87cb-2063dbe0cd9b,19bf0cff-95ee-43ae-97b8-9f80a04c9454,Charged Off,5906,Short Term,7440,6 years,Rent,147660,Debt Consolidation,1624.26,19.4,37,9,0,38965,45203,0,0
51057a90-95fb-4f3d-983e-ef980b3c79f2,b51ad37b-d973-4fa5-b71f-16850e0232f9,Charged Off,15293,Short Term,6990,3 years,Rent,53014,other,804.05,13.6,29,11,0,14913,18054,0,0
1a0cc025-f635-4483-98fd-d5530e395e16,4f1850f0-0fed-4d51-90ee-945a46b40e6e,Charged Off,15147,Short Term,7370,6 years,Rent,171666,Debt Consolidation,1473.47,14.5,NA,6,3,13764,19089,0,3
4878e131-bc1e-4d46-9ab0-78d936159ab2,66c86f94-775b-49d6-acda-576dd105e8e1,Charged Off,25583,Long Term,6740,3 years,Home Mortgage,122796,Debt Consolidation,2670.81,16.4,41,23,0,37383,52876,0,0
